type,lastSoldPrice,sqft,stories,beds,baths,baths_full,garage,age,lat,long
condos,550000.0,1321.0,1.0,3.0,2.0,2.0,2.0,6.0,30.3105,-85.9106
single_family,359990.0,2103.0,2.0,4.0,3.0,2.0,2.0,0.0,30.4507,-81.6626
single_family,599000.0,2686.0,1.0,4.0,3.0,2.0,3.0,30.0,30.3031,-81.4404
single_family,695000.0,2568.0,1.0,3.0,3.0,2.0,2.0,42.0,28.834,-82.2822
single_family,650000.0,2265.0,1.0,4.0,3.0,3.0,3.0,1.0,26.6281,-82.0182
single_family,635000.0,2722.0,1.0,4.0,3.0,3.0,2.0,25.0,26.6644,-80.1741
single_family,184000.0,816.0,1.0,2.0,1.0,1.0,1.0,45.0,26.92,-82.3048
single_family,505000.0,1998.0,1.0,3.0,2.0,2.0,2.0,42.0,27.633,-80.4031
condos,2350000.0,2006.0,1.0,2.0,3.0,3.0,2.0,3.0,27.7723,-82.6386
single_family,3050000.0,2452.0,1.0,4.0,4.0,3.0,2.0,0.0,25.9388,-81.6968
condos,700000.0,1500.0,1.0,2.0,2.0,2.0,0.0,44.0,26.4116,-80.0928
single_family,460000.0,2002.0,1.0,4.0,3.0,3.0,2.0,55.0,27.916,-82.7343
single_family,484990.0,2088.0,1.0,3.0,2.0,2.0,2.0,1.0,26.7357,-81.8435
single_family,312000.0,1519.0,1.0,3.0,2.0,2.0,0.0,32.0,29.8692,-84.6358
single_family,345000.0,1940.0,1.0,4.0,3.0,3.0,2.0,22.0,28.1145,-81.6201
single_family,665000.0,2552.0,1.0,4.0,4.0,3.0,2.0,20.0,30.3737,-87.3126
single_family,640000.0,2126.0,2.0,4.0,3.0,2.0,2.0,23.0,30.3483,-81.4159
condos,245000.0,1458.0,1.0,2.0,2.0,2.0,0.0,20.0,26.5228,-81.7065
single_family,327000.0,1565.0,1.0,3.0,2.0,2.0,2.0,4.0,26.6786,-82.0254
condos,630000.0,2555.0,1.0,2.0,3.0,2.0,2.0,23.0,26.5025,-81.9276
single_family,3450000.0,3060.0,1.0,4.0,3.0,3.0,2.0,75.0,25.7205,-80.2728
single_family,475000.0,1696.0,1.0,3.0,2.0,2.0,2.0,25.0,26.3771,-81.7334
single_family,2000000.0,2963.0,1.0,3.0,3.0,3.0,2.0,12.0,26.0426,-81.7182
condos,228900.0,1276.0,1.0,2.0,2.0,2.0,0.0,28.0,26.5025,-81.9276
condos,257500.0,1160.0,1.0,2.0,2.0,2.0,0.0,20.0,26.4351,-81.8102
single_family,735000.0,2385.0,2.0,5.0,3.0,3.0,2.0,8.0,26.6644,-80.1741
single_family,569000.0,2108.0,2.0,4.0,3.0,2.0,2.0,32.0,30.3031,-81.4404
single_family,885000.0,3064.0,2.0,5.0,3.0,3.0,2.0,27.0,28.4115,-81.525
single_family,420000.0,1700.0,1.0,3.0,3.0,3.0,2.0,24.0,27.9694,-80.6473
condos,290000.0,1320.0,1.0,3.0,2.0,2.0,1.0,36.0,26.1184,-81.7361
single_family,525000.0,1344.0,1.0,3.0,2.0,2.0,2.0,44.0,29.8119,-85.303
single_family,550000.0,1992.0,1.0,3.0,2.0,2.0,2.0,29.0,27.339,-82.3473
condos,230000.0,619.0,1.0,2.0,1.0,1.0,0.0,57.0,26.1845,-80.1344
condos,735000.0,1275.0,1.0,2.0,2.0,2.0,0.0,58.0,27.3269,-82.5433
single_family,519900.0,1697.0,1.0,3.0,2.0,2.0,2.0,11.0,30.1204,-81.4128
condos,235000.0,1192.0,1.0,2.0,2.0,2.0,0.0,36.0,25.9974,-80.3248
single_family,1799999.0,2431.0,1.0,3.0,3.0,2.0,3.0,5.0,26.0426,-81.7182
condos,332500.0,1262.0,1.0,2.0,2.0,2.0,0.0,18.0,30.1655,-85.7116
single_family,1120000.0,1872.0,1.0,3.0,2.0,2.0,2.0,14.0,26.9339,-80.1201
townhomes,343000.0,1927.0,2.0,3.0,3.0,2.0,2.0,1.0,29.9475,-81.5264
single_family,125000.0,1260.0,2.0,2.0,3.0,2.0,0.0,45.0,26.693,-81.9125
single_family,275000.0,1383.0,1.0,2.0,2.0,2.0,1.0,29.0,26.5025,-81.9276
single_family,1075000.0,2853.0,1.0,3.0,3.0,3.0,2.0,26.0,26.8055,-80.2482
condos,133000.0,936.0,1.0,2.0,2.0,2.0,0.0,53.0,26.3446,-80.2109
townhomes,564000.0,1279.0,1.0,2.0,2.0,2.0,0.0,42.0,26.9217,-80.077
single_family,750000.0,2400.0,1.0,4.0,3.0,3.0,2.0,12.0,30.5169,-86.4822
condos,260000.0,1289.0,3.0,3.0,2.0,2.0,0.0,27.0,26.3626,-81.8183
single_family,385000.0,1348.0,1.0,2.0,2.0,2.0,2.0,6.0,30.2214,-81.5571
condos,452000.0,1348.0,2.0,3.0,3.0,2.0,0.0,47.0,26.9217,-80.077
single_family,380000.0,1917.0,1.0,3.0,2.0,2.0,2.0,21.0,30.4651,-84.1128
single_family,515000.0,1977.0,1.0,4.0,2.0,2.0,2.0,6.0,30.011,-81.4108
single_family,1200000.0,1873.0,1.0,3.0,2.0,2.0,2.0,26.0,25.9388,-81.6968
condos,375000.0,795.0,1.0,1.0,1.0,1.0,0.0,56.0,26.1387,-80.1218
townhomes,640000.0,1404.0,3.0,2.0,3.0,2.0,0.0,25.0,26.4546,-80.0656
single_family,550000.0,884.0,1.0,3.0,1.0,1.0,1.0,61.0,25.7341,-80.4068
single_family,299900.0,1777.0,1.0,2.0,2.0,2.0,2.0,36.0,26.9152,-82.0532
condos,340000.0,1414.0,1.0,2.0,2.0,2.0,1.0,24.0,26.1184,-81.7361
single_family,450000.0,2130.0,1.0,3.0,2.0,2.0,2.0,42.0,30.7773,-86.4832
condos,590000.0,2058.0,1.0,2.0,2.0,2.0,2.0,25.0,26.2665,-81.7146
condos,590000.0,2597.0,1.0,4.0,3.0,2.0,2.0,22.0,26.5557,-82.0206
condos,175000.0,1093.0,2.0,2.0,2.0,2.0,0.0,40.0,26.5025,-81.9276
single_family,332000.0,1797.0,1.0,2.0,2.0,2.0,2.0,25.0,27.0606,-82.352
townhomes,660000.0,1845.0,2.0,3.0,3.0,2.0,2.0,9.0,26.4546,-80.0656
single_family,680000.0,2102.0,1.0,2.0,1.0,1.0,0.0,21.0,29.171,-83.0168
single_family,5745000.0,3443.0,2.0,6.0,7.0,6.0,0.0,101.0,24.5552,-81.7816
single_family,185000.0,924.0,1.0,2.0,1.0,1.0,0.0,36.0,30.3737,-87.3126
single_family,332824.0,1654.0,1.0,3.0,2.0,2.0,2.0,1.0,26.9668,-81.9545
townhomes,300000.0,1816.0,2.0,2.0,3.0,2.0,2.0,40.0,28.1384,-80.6524
single_family,632000.0,1454.0,1.0,3.0,2.0,2.0,1.0,7.0,30.3105,-85.9106
single_family,824988.0,2396.0,2.0,4.0,4.0,3.0,2.0,1.0,30.1204,-81.4128
single_family,512500.0,2011.0,1.0,3.0,2.0,2.0,2.0,61.0,30.2407,-81.617
single_family,800000.0,2752.0,1.0,3.0,2.0,2.0,2.0,27.0,26.2534,-81.7644
single_family,519900.0,1926.0,1.0,4.0,2.0,2.0,2.0,8.0,28.2061,-80.685
single_family,395000.0,1946.0,1.0,4.0,2.0,2.0,2.0,57.0,28.0691,-80.62
single_family,449000.0,1844.0,1.0,3.0,2.0,2.0,2.0,41.0,27.2889,-80.298
single_family,475000.0,1602.0,1.0,3.0,2.0,2.0,1.0,16.0,28.9341,-81.9599
single_family,465000.0,1620.0,2.0,2.0,2.0,1.0,0.0,25.0,30.0153,-84.3912
single_family,555000.0,2461.0,2.0,4.0,2.0,2.0,2.0,47.0,28.2061,-80.685
single_family,630000.0,2116.0,1.0,5.0,3.0,3.0,0.0,59.0,25.6062,-80.3426
single_family,310000.0,1637.0,1.0,3.0,2.0,2.0,2.0,1.0,26.6388,-81.6992
townhomes,450000.0,1823.0,2.0,3.0,3.0,3.0,2.0,43.0,28.031,-82.7239
single_family,629900.0,2383.0,2.0,5.0,4.0,3.0,0.0,2.0,29.8119,-85.303
townhomes,405000.0,1110.0,2.0,2.0,3.0,2.0,0.0,31.0,26.1158,-80.3681
single_family,540000.0,1875.0,1.0,3.0,2.0,2.0,2.0,21.0,26.6693,-81.7605
single_family,500000.0,1324.0,1.0,2.0,2.0,2.0,0.0,61.0,26.0218,-80.1891
single_family,565000.0,2364.0,1.0,3.0,2.0,2.0,4.0,12.0,27.5517,-81.8074
single_family,825000.0,2293.0,1.0,4.0,3.0,3.0,3.0,15.0,26.0143,-81.5856
single_family,300000.0,1638.0,1.0,4.0,2.0,2.0,2.0,0.0,26.6492,-81.6167
single_family,915000.0,1952.0,1.0,3.0,2.0,2.0,2.0,15.0,26.3304,-81.5871
single_family,488000.0,1618.0,2.0,3.0,3.0,2.0,1.0,7.0,26.1848,-80.2406
single_family,364900.0,1968.0,1.0,4.0,3.0,3.0,2.0,0.0,30.3117,-85.6923
single_family,645000.0,1711.0,1.0,3.0,2.0,2.0,2.0,27.0,26.4564,-80.1054
single_family,1749000.0,2484.0,2.0,3.0,4.0,3.0,1.0,13.0,30.3659,-86.2458
single_family,287656.0,1607.0,1.0,4.0,2.0,2.0,2.0,1.0,28.0895,-81.7271
single_family,230000.0,1190.0,1.0,3.0,1.0,1.0,0.0,79.0,30.4286,-84.2593
single_family,595000.0,2111.0,1.0,4.0,2.0,2.0,2.0,1.0,26.5557,-82.0206
single_family,2225000.0,1680.0,1.0,3.0,3.0,3.0,0.0,25.0,30.3659,-86.2458
single_family,699500.0,1725.0,2.0,3.0,3.0,2.0,1.0,100.0,30.3172,-81.722
single_family,530000.0,1503.0,1.0,4.0,2.0,2.0,0.0,68.0,25.9894,-80.2153
single_family,320000.0,1001.0,1.0,2.0,2.0,2.0,1.0,28.0,26.8234,-80.1387
mobile,34000.0,1080.0,1.0,2.0,2.0,2.0,0.0,37.0,28.0452,-81.7325
single_family,445000.0,1839.0,1.0,4.0,2.0,2.0,2.0,5.0,27.2427,-82.4751
single_family,550000.0,2366.0,1.0,3.0,2.0,2.0,2.0,36.0,30.5169,-86.4822
condos,115000.0,921.0,1.0,2.0,2.0,2.0,0.0,47.0,26.9667,-82.3599
single_family,775000.0,1898.0,1.0,3.0,2.0,2.0,2.0,56.0,26.6065,-81.9502
single_family,310000.0,1489.0,1.0,3.0,2.0,2.0,2.0,18.0,28.7508,-82.5139
townhomes,175000.0,1101.0,2.0,2.0,3.0,2.0,0.0,44.0,26.4527,-81.9501
single_family,253500.0,864.0,1.0,2.0,1.0,1.0,0.0,22.0,26.9379,-82.2388
mobile,35500.0,1152.0,1.0,2.0,2.0,2.0,0.0,42.0,28.0617,-82.3082
condos,383500.0,1547.0,1.0,2.0,2.0,2.0,2.0,29.0,26.4351,-81.8102
townhomes,299990.0,1592.0,2.0,3.0,3.0,2.0,1.0,1.0,29.9475,-81.5264
single_family,475000.0,1869.0,1.0,3.0,2.0,2.0,2.0,2.0,26.5557,-82.0206
single_family,699000.0,3533.0,2.0,4.0,5.0,3.0,3.0,32.0,30.4487,-86.6255
single_family,465000.0,2152.0,1.0,4.0,2.0,2.0,3.0,26.0,28.1331,-80.7112
townhomes,334900.0,1296.0,2.0,2.0,3.0,2.0,0.0,46.0,29.7964,-81.2649
single_family,390000.0,1810.0,1.0,3.0,2.0,2.0,2.0,21.0,28.9295,-82.4892
single_family,3200000.0,5928.0,2.0,5.0,6.0,5.0,4.0,11.0,26.3168,-80.2753
land,3168750.0,3315.4,1.0,3.8,4.0,3.6,0.0,34.799999999999955,30.3659,-86.2458
single_family,750000.0,3063.0,1.0,4.0,3.0,3.0,2.0,34.0,30.5185,-84.2627
single_family,510000.0,2414.0,2.0,4.0,3.0,2.0,2.0,39.0,28.712,-81.3552
single_family,329110.0,1714.0,1.0,3.0,2.0,2.0,2.0,1.0,27.9694,-80.6473
single_family,345000.0,2603.0,2.0,4.0,3.0,2.0,2.0,20.0,26.6939,-81.9452
single_family,640000.0,2216.0,2.0,3.0,3.0,2.0,2.0,30.0,25.9924,-80.4089
townhomes,235490.0,1395.0,2.0,3.0,3.0,2.0,1.0,0.0,30.2687,-81.7473
condos,105000.0,953.0,1.0,2.0,2.0,2.0,0.0,54.0,26.5681,-81.8736
single_family,337500.0,1526.0,1.0,3.0,2.0,2.0,0.0,39.0,29.5122,-82.3053
single_family,955000.0,2043.0,1.0,4.0,2.0,2.0,3.0,0.0,26.6786,-82.0254
single_family,535000.0,1408.0,1.0,3.0,2.0,2.0,0.0,70.0,27.3111,-82.5195
condos,670000.0,1390.0,1.0,2.0,2.0,2.0,2.0,21.0,26.0984,-80.1822
single_family,530000.0,1934.0,1.0,2.0,2.0,2.0,2.0,16.0,26.5228,-81.7065
single_family,560000.0,1876.0,1.0,4.0,3.0,3.0,2.0,11.0,27.1656,-80.2916
townhomes,319000.0,1687.0,2.0,3.0,3.0,2.0,1.0,3.0,29.9475,-81.5264
condos,100000.0,1162.0,4.0,2.0,2.0,2.0,0.0,46.0,26.2535,-80.1775
single_family,349900.0,2092.0,1.0,4.0,3.0,3.0,3.0,1.0,28.7508,-82.5139
single_family,194000.0,1102.0,1.0,2.0,2.0,1.0,1.0,38.0,28.9295,-82.4892
mobile,37500.0,1040.0,1.0,2.0,2.0,2.0,0.0,43.0,28.014,-81.9523
townhomes,418500.0,1789.0,2.0,3.0,2.0,2.0,2.0,7.0,29.7964,-81.2649
single_family,912500.0,2019.0,1.0,3.0,3.0,3.0,4.0,25.0,26.1168,-80.4156
single_family,415000.0,1190.0,1.0,3.0,2.0,2.0,0.0,57.0,26.8234,-80.1387
single_family,620000.0,1880.0,1.0,3.0,3.0,3.0,3.0,9.0,26.6281,-82.0182
condos,489500.0,1102.0,1.0,2.0,2.0,2.0,1.0,53.0,26.2343,-80.0941
condos,319900.0,1633.0,1.0,2.0,2.0,2.0,0.0,33.0,26.2665,-81.7146
single_family,260100.0,2460.0,1.0,3.0,2.0,2.0,2.0,37.0,30.4212,-86.8926
single_family,399900.0,2505.0,2.0,4.0,3.0,2.0,2.0,8.0,28.0691,-80.62
condos,375000.0,1287.0,2.0,2.0,2.0,2.0,0.0,48.0,27.2356,-80.2277
single_family,625000.0,1570.0,1.0,4.0,3.0,3.0,0.0,73.0,25.7626,-80.3096
single_family,430000.0,1503.0,1.0,2.0,2.0,2.0,2.0,3.0,26.0143,-81.5856
condos,370000.0,1351.0,2.0,2.0,2.0,2.0,1.0,29.0,26.0143,-81.5856
single_family,317000.0,1552.0,1.0,3.0,2.0,2.0,2.0,31.0,30.4085,-86.7352
single_family,450000.0,2259.0,1.0,4.0,2.0,2.0,2.0,1.0,30.1653,-85.5763
single_family,279710.0,1583.0,1.0,4.0,2.0,2.0,1.0,1.0,30.5761,-87.0663
single_family,400000.0,1811.0,1.0,4.0,2.0,2.0,2.0,1.0,28.9584,-82.5993
single_family,875000.0,2687.0,1.0,4.0,3.0,3.0,3.0,28.0,26.0426,-81.7182
single_family,295000.0,1613.0,1.0,3.0,2.0,2.0,3.0,34.0,30.6698,-87.1794
single_family,357000.0,1836.0,1.0,4.0,2.0,2.0,0.0,50.0,27.3908,-80.3246
single_family,450000.0,2126.0,1.0,4.0,2.0,2.0,2.0,10.0,29.9475,-81.5264
single_family,325000.0,1058.0,1.0,2.0,2.0,2.0,0.0,31.0,30.3105,-85.9106
condos,390000.0,1261.0,5.0,2.0,2.0,2.0,0.0,55.0,26.8289,-80.0603
mobile,20000.0,1050.0,1.0,2.0,2.0,2.0,0.0,36.0,27.8774,-81.6221
single_family,625000.0,1409.0,1.0,3.0,2.0,2.0,2.0,36.0,25.8141,-80.3549
single_family,399000.0,1417.0,1.0,3.0,2.0,2.0,2.0,3.0,26.3304,-81.5871
single_family,625000.0,3659.0,2.0,5.0,4.0,4.0,2.0,19.0,26.5228,-81.7065
condos,2500000.0,2145.0,1.0,3.0,3.0,2.0,2.0,53.0,26.3462,-80.0844
mobile,226000.0,1512.0,1.0,3.0,2.0,2.0,0.0,2.0,30.2702,-82.6254
single_family,269000.0,1284.0,1.0,3.0,2.0,2.0,2.0,37.0,30.3704,-81.5864
single_family,359000.0,1710.0,1.0,3.0,3.0,2.0,2.0,2.0,30.2407,-81.617
mobile,184500.0,1414.0,1.0,3.0,2.0,2.0,0.0,36.0,26.824,-81.9547
mobile,340000.0,1792.0,1.0,3.0,2.0,2.0,2.0,38.0,28.1963,-81.6079
mobile,145000.0,1152.0,1.0,2.0,2.0,2.0,0.0,47.0,26.92,-82.3048
mobile,39900.0,852.8,1.0,2.0,2.0,2.0,0.0,26.0,28.1913,-82.7279
mobile,152900.0,1464.0,1.0,2.0,2.0,2.0,0.0,42.0,27.9873,-81.7625
mobile,32500.0,1712.0,1.0,2.0,2.0,2.0,1.0,36.0,27.0615,-80.4803
single_family,1650000.0,2477.0,1.0,3.0,3.0,3.0,2.0,62.0,27.2566,-82.5398
single_family,16500000.0,4534.0,2.0,4.0,5.0,4.0,3.0,10.0,26.7545,-82.2611
single_family,485000.0,2225.0,1.0,3.0,2.0,2.0,2.0,19.0,29.9475,-81.5264
single_family,1400000.0,2877.0,1.0,3.0,4.0,3.0,2.0,5.0,26.9212,-80.2144
mobile,255000.0,1456.0,1.0,3.0,2.0,2.0,3.0,13.0,29.9665,-83.6594
land,120000.0,791.4,1.0,1.8,1.2,1.0,0.0,66.0,30.084,-81.8645
mobile,159000.0,735.0,1.0,2.0,2.0,2.0,6.0,5.0,28.9584,-82.5993
mobile,149900.0,1333.0,1.0,2.0,2.0,2.0,0.0,23.0,27.2889,-80.298
mobile,19000.0,1128.0,1.0,2.0,2.0,2.0,0.0,54.0,27.0933,-82.4498
mobile,154900.0,1236.0,1.0,2.0,2.0,2.0,0.0,47.0,27.5382,-82.5006
mobile,20000.0,846.0,1.0,2.0,2.0,1.0,0.0,40.0,28.5658,-82.3737
single_family,283000.0,1895.0,1.0,4.0,2.0,2.0,2.0,0.0,28.9949,-82.5196
single_family,379000.0,1978.0,1.0,4.0,3.0,2.0,2.0,6.0,29.6609,-82.5852
single_family,295000.0,1196.0,1.0,2.0,1.0,1.0,0.0,107.0,30.3511,-81.6488
land,380000.0,2066.2,1.0,3.6,2.4,2.4,0.0,16.0,29.9983,-81.7647
single_family,420000.0,1495.0,1.0,3.0,2.0,2.0,1.0,27.0,26.3124,-80.1412
single_family,337900.0,1774.0,1.0,4.0,2.0,2.0,2.0,0.0,30.6143,-87.3251
condos,1900000.0,2356.0,1.0,3.0,2.0,2.0,1.0,44.0,26.1917,-81.8039
mobile,80000.0,1508.0,1.0,3.0,2.0,2.0,0.0,18.0,27.9873,-81.7625
condos,3300000.0,3280.0,1.0,4.0,4.0,4.0,2.0,9.0,26.2823,-81.7573
mobile,225000.0,934.0,1.0,2.0,2.0,2.0,0.0,39.0,26.529,-82.0916
mobile,14500.0,1056.0,1.0,2.0,2.0,2.0,0.0,52.0,27.0933,-82.4498
single_family,540000.0,3113.0,1.0,5.0,3.0,3.0,2.0,8.0,30.4212,-86.8926
single_family,775000.0,1660.0,2.0,3.0,2.0,2.0,3.0,10.0,25.0865,-80.4473
single_family,1000000.0,3062.0,1.0,5.0,4.0,3.0,2.0,35.0,26.3464,-80.1564
single_family,1020000.0,4091.0,2.0,6.0,4.0,4.0,3.0,20.0,26.5088,-80.1896
single_family,500000.0,1703.0,1.0,3.0,2.0,2.0,2.0,8.0,26.7383,-80.276
condos,280000.0,1216.0,2.0,2.0,2.0,2.0,0.0,19.0,26.3771,-81.7334
single_family,610000.0,1560.0,1.0,3.0,2.0,2.0,1.0,47.0,27.4382,-80.444
single_family,607500.0,1494.0,1.0,2.0,2.0,2.0,2.0,52.0,26.9831,-80.108
single_family,165000.0,944.0,1.0,2.0,2.0,2.0,2.0,36.0,30.2231,-81.7556
condos,94000.0,907.0,2.0,2.0,2.0,2.0,0.0,47.0,26.4543,-80.1346
single_family,255000.0,1373.0,1.0,3.0,2.0,2.0,2.0,23.0,30.6604,-87.0473
single_family,325000.0,1828.0,1.0,4.0,2.0,2.0,2.0,1.0,26.7357,-81.8435
mobile,37500.0,807.6,1.0,2.0,2.0,2.0,0.0,46.0,28.2444,-82.6986
single_family,314900.0,1856.0,1.0,4.0,2.0,2.0,2.0,1.0,30.5761,-87.0663
single_family,580000.0,2860.0,1.0,3.0,3.0,3.0,2.0,35.0,27.3215,-80.403
single_family,950000.0,2576.0,1.0,4.0,3.0,3.0,2.0,32.0,25.596,-80.507
single_family,585000.0,1587.0,1.0,3.0,2.0,2.0,1.0,52.0,26.212,-80.2696
condos,400000.0,1330.0,1.0,2.0,3.0,2.0,0.0,52.0,26.0984,-80.1822
single_family,435000.0,1860.0,1.0,4.0,2.0,2.0,2.0,6.0,30.2108,-84.3205
townhomes,395000.0,1547.0,2.0,3.0,3.0,2.0,0.0,26.0,25.9974,-80.3248
single_family,427000.0,2032.0,1.0,2.0,3.0,2.0,2.0,6.0,26.5228,-81.7065
townhomes,235000.0,1647.0,1.0,2.0,2.0,2.0,1.0,18.0,27.6372,-80.4794
single_family,2355000.0,3904.0,2.0,4.0,3.0,3.0,2.0,76.0,25.7022,-80.2978
single_family,220000.0,1305.0,1.0,3.0,2.0,2.0,1.0,39.0,26.5681,-81.8736
single_family,475000.0,2505.0,1.0,3.0,3.0,3.0,2.0,20.0,26.6786,-82.0254
condos,1499000.0,1643.0,1.0,3.0,3.0,2.0,0.0,52.0,26.1917,-81.8039
single_family,417400.0,1856.0,1.0,4.0,2.0,2.0,0.0,0.0,30.3659,-86.2458
townhomes,285000.0,1521.0,2.0,3.0,3.0,2.0,1.0,9.0,28.3134,-80.7319
condos,274000.0,1456.0,1.0,2.0,2.0,2.0,0.0,31.0,26.2534,-81.7644
single_family,339900.0,1604.0,1.0,3.0,2.0,2.0,2.0,0.0,30.2108,-84.3205
single_family,545440.0,1561.0,1.0,2.0,2.0,2.0,2.0,1.0,27.633,-80.4031
single_family,753000.0,2134.0,1.0,4.0,3.0,3.0,0.0,56.0,25.7626,-80.3096
single_family,520000.0,2725.0,1.0,3.0,4.0,3.0,2.0,19.0,27.6972,-80.4416
single_family,180000.0,660.0,1.0,2.0,1.0,1.0,0.0,5.0,28.9223,-82.39
single_family,207000.0,816.0,1.0,2.0,1.0,1.0,1.0,62.0,28.2326,-82.7327
mobile,38000.0,600.0,1.0,1.0,1.0,1.0,0.0,40.0,28.2311,-82.2057
condos,390000.0,1200.0,1.0,2.0,2.0,2.0,1.0,21.0,26.1216,-80.1288
single_family,500000.0,1278.0,1.0,3.0,2.0,2.0,1.0,48.0,26.0671,-80.2723
townhomes,435000.0,1444.0,2.0,3.0,3.0,2.0,1.0,22.0,26.1793,-80.2746
single_family,1065000.0,2298.0,1.0,4.0,3.0,3.0,0.0,50.0,25.6992,-80.3618
townhomes,120000.0,1260.0,2.0,2.0,2.0,2.0,0.0,47.0,26.5681,-81.8736
single_family,280000.0,1202.0,1.0,3.0,2.0,2.0,2.0,59.0,28.6271,-80.8429
condos,2100000.0,2411.0,1.0,2.0,3.0,3.0,0.0,22.0,26.7165,-80.0679
single_family,372000.0,1442.0,2.0,3.0,2.0,2.0,1.0,39.0,27.5999,-80.4382
mobile,45000.0,768.0,1.0,2.0,2.0,2.0,0.0,47.0,28.6617,-81.3122
land,800000.0,2236.8,1.0,3.0,3.0,2.6,0.0,29.59999999999991,27.8116,-82.8014
single_family,915000.0,1530.0,1.0,3.0,2.0,2.0,2.0,62.0,26.1122,-80.2264
single_family,431975.0,3313.0,2.0,4.0,3.0,3.0,2.0,1.0,28.5466,-82.5213
mobile,178000.0,1620.0,1.0,3.0,2.0,2.0,0.0,23.0,27.2002,-80.841
single_family,455000.0,1707.0,1.0,3.0,2.0,2.0,2.0,30.0,26.1184,-81.7361
single_family,300000.0,1722.0,1.0,3.0,2.0,2.0,2.0,13.0,30.8494,-86.2023
single_family,295000.0,2380.0,1.0,3.0,2.0,2.0,2.0,29.0,27.4703,-81.4872
single_family,263000.0,1780.0,1.0,3.0,2.0,2.0,2.0,20.0,27.0228,-82.1108
single_family,376000.0,2034.0,1.0,4.0,2.0,2.0,2.0,2.0,27.9289,-80.5264
single_family,519000.0,2154.0,2.0,3.0,3.0,2.0,2.0,1.0,30.0815,-81.5477
single_family,258060.0,1799.0,1.0,3.0,2.0,2.0,2.0,23.0,27.0808,-82.1516
condos,2600000.0,2297.0,1.0,3.0,3.0,3.0,2.0,35.0,26.2416,-81.8071
single_family,322000.0,1713.0,1.0,3.0,2.0,2.0,2.0,29.0,26.5557,-82.0206
condos,395000.0,1184.0,1.0,2.0,3.0,2.0,1.0,19.0,30.1655,-85.7116
condos,840000.0,1047.0,1.0,2.0,2.0,2.0,0.0,28.0,30.3949,-86.4692
single_family,405000.0,2992.0,1.0,4.0,3.0,3.0,2.0,25.0,30.6698,-87.1794
single_family,922000.0,2509.0,1.0,4.0,3.0,3.0,5.0,25.0,26.5557,-82.0206
single_family,448000.0,2153.0,1.0,3.0,2.0,2.0,2.0,21.0,27.7901,-80.4784
single_family,182000.0,1400.0,1.0,3.0,1.0,1.0,1.0,67.0,28.5697,-80.8191
townhomes,410000.0,1572.0,1.0,2.0,2.0,2.0,2.0,5.0,27.6972,-80.4416
condos,540000.0,889.0,1.0,2.0,2.0,2.0,0.0,44.0,26.4527,-81.9501
condos,1400000.0,1972.0,1.0,2.0,3.0,2.0,2.0,9.0,25.768,-80.2714
townhomes,260000.0,1350.0,2.0,3.0,3.0,2.0,1.0,20.0,27.2889,-80.298
single_family,1125000.0,3504.0,1.0,4.0,3.0,3.0,2.0,9.0,27.2945,-81.3649
single_family,309900.0,1856.0,1.0,4.0,2.0,2.0,2.0,0.0,30.5761,-87.0663
single_family,205000.0,1227.0,1.0,2.0,2.0,2.0,1.0,38.0,27.7147,-82.3538
single_family,703000.0,2110.0,1.0,3.0,3.0,3.0,2.0,5.0,26.5557,-82.0206
mobile,84900.0,690.0,1.0,2.0,1.0,1.0,0.0,54.0,27.4547,-82.5359
single_family,560000.0,960.0,1.0,3.0,3.0,2.0,1.0,73.0,25.8654,-80.3059
townhomes,590000.0,2003.0,2.0,4.0,3.0,2.0,2.0,23.0,25.6694,-80.4085
single_family,4275000.0,3512.0,1.0,3.0,4.0,3.0,2.0,11.0,26.1917,-81.8039
single_family,167500.0,1018.0,1.0,3.0,1.0,1.0,1.0,109.0,30.3172,-81.722
single_family,585000.0,1721.0,1.0,3.0,2.0,2.0,3.0,3.0,27.6972,-80.4416
townhomes,1200000.0,2297.0,1.0,3.0,3.0,3.0,2.0,6.0,27.6898,-80.3757
mobile,113000.0,576.0,1.0,2.0,1.0,1.0,0.0,44.0,27.0813,-80.1509
townhomes,270000.0,1012.0,2.0,2.0,2.0,2.0,0.0,20.0,26.1387,-80.1218
condos,515000.0,1290.0,1.0,2.0,2.0,2.0,2.0,63.0,25.768,-80.2714
single_family,358815.0,1856.0,1.0,4.0,2.0,2.0,2.0,1.0,30.7773,-86.4832
condos,185000.0,1090.0,1.0,2.0,2.0,2.0,0.0,57.0,26.1122,-80.2264
condos,420000.0,1082.0,4.0,1.0,2.0,2.0,1.0,20.0,26.1845,-80.1344
townhomes,303000.0,1516.0,1.0,2.0,2.0,2.0,1.0,0.0,27.7901,-80.4784
single_family,512500.0,1899.0,1.0,4.0,4.0,3.0,2.0,1.0,29.9475,-81.5264
single_family,555980.0,2663.0,1.0,4.0,4.0,3.0,2.0,1.0,29.9475,-81.5264
single_family,765000.0,1709.0,1.0,3.0,2.0,2.0,2.0,7.0,27.7549,-82.7208
single_family,230000.0,1541.0,1.0,3.0,2.0,2.0,0.0,41.0,28.834,-82.2822
single_family,359000.0,1713.0,1.0,3.0,2.0,2.0,2.0,20.0,28.9223,-82.39
condos,305000.0,1415.0,1.0,2.0,2.0,2.0,1.0,26.0,26.4972,-81.8246
